# boa_stats: type,map,start_q,n,boa_exp_sum,boa_gen_sum,boa_sol_sum,setup_time_sum
# bcp_stats: type,map,start_q,ord_i,zone_i,piv_i,exp_sum,gen_sum,prune_sum,time_sum,bbar1_sum,bbar2_sum,solved,timed_out,n,error_sum,error_n
boa_stats,BAY,0,5,1129411,1494121,764,442.1770
bcp_stats,BAY,0,4,0,1,20856489,46948790,37694780,12153.393000,1.82134055,3.89662651,5,0,5,0.0000000000,0
bcp_stats,BAY,0,4,0,2,42642147,66613788,65082163,24775.417000,2.63057566,2.57971743,5,0,5,0.0000000000,0
bcp_stats,BAY,0,4,0,3,43052729,66456893,65577891,24000.153000,3.86861412,1.88809189,5,0,5,0.0000000000,0
bcp_stats,BAY,0,4,0,4,254208,711552,406114,61.026000,5.00000000,1.25000000,5,0,5,0.0000000000,0
bcp_stats,BAY,0,4,1,0,26521643,57108507,47173369,15005.450000,2.50000000,5.00000000,5,0,5,0.0000000000,0
bcp_stats,BAY,0,4,1,1,40745549,62482055,69139763,20334.833000,2.88089370,4.26441767,5,0,5,0.0000000000,0
bcp_stats,BAY,0,4,1,2,43117961,66673158,65774128,24269.478000,3.42038377,3.38647829,5,0,5,0.0000000000,0
bcp_stats,BAY,0,4,1,3,42967041,66566259,65448334,24349.771000,4.24574274,2.92539459,5,0,5,0.0000000000,0
bcp_stats,BAY,0,4,1,4,42886235,66483697,65204802,24006.668000,5.00000000,2.50000000,5,0,5,0.0000000000,0
bcp_stats,BAY,0,4,2,0,43130958,66775416,65711276,24329.959000,3.75000000,5.00000000,5,0,5,0.0000000000,0
bcp_stats,BAY,0,4,2,1,42863634,66555992,65429537,24132.445000,3.94044685,4.63220884,5,0,5,0.0000000000,0
bcp_stats,BAY,0,4,2,2,42983138,66570345,65474502,24185.105000,4.21019189,4.19323914,5,0,5,0.0000000000,0
bcp_stats,BAY,0,4,2,3,42976161,66566522,65467913,24069.109000,4.62287137,3.96269730,5,0,5,0.0000000000,0
bcp_stats,BAY,0,4,2,4,43003638,67325751,65536968,24444.092000,5.00000000,3.75000000,5,0,5,0.0000000000,0
bcp_stats,BAY,0,4,3,0,43002492,67323345,65536587,24483.414000,5.00000000,5.00000000,5,0,5,0.0000000000,0
bcp_stats,BAY,0,5,0,0,191580,474581,292022,41.544000,1.25000000,5.00000000,5,0,5,0.0000000000,0
bcp_stats,BAY,0,5,0,1,1026549,2197064,1157024,220.573000,1.82134055,3.89662651,5,0,5,0.0000000000,0
bcp_stats,BAY,0,5,0,2,396880,1089156,576953,107.118000,2.63057566,2.57971743,5,0,5,0.0000000000,0
